"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","isbn","creator","subjects","publisher","publicationyear"
"Physical","Horizon","VIDEODISC","2018","1","2","Garrow's law. Series 3 / written by Tony Marchant, David Lawrence, Kevin Hood, and Damian Wayling ; directed by Bryn Higgins ; produced by Nick Pitt ; Twenty Twenty productions Ltd. ; Shed Media Scotland ; BBC Scotland.",,,"Garrow William Sir 1760 1840 Drama, Lawyers Great Britain Drama, Television series, Fiction television programs, Video recordings for the hearing impaired, Legal television programs, Historical television programs","Twenty Twenty Television ; Acorn Media Group [distributor],","[2012]"
"Digital","OverDrive","EBOOK","2018","1","2","The Last Holiday Concert",,"Andrew Clements","Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","EBOOK","2018","1","1","Tour: Smart: And Break the Band",,"Martin Atkins","Entertainment, Music, Nonfiction","Independent Publishers Group","2009"
"Physical","Horizon","BOOK","2018","1","1","Two thousand years ago : the world at the time of Jesus / Charles A. Frazee.",,"Frazee, Charles A.","Bible New Testament History of contemporary events, First century A D","W.B. Eerdmans,","[2002]"
"Physical","Horizon","BOOK","2018","1","3","Micawber / by John Lithgow ; illustrated by C.F. Payne.",,"Lithgow, John, 1945-","Artists Juvenile fiction, Museums Juvenile fiction, Squirrels Juvenile fiction, Stories in rhyme Juvenile fiction","Simon & Schuster Books for Young Readers,","2001."
"Digital","Freegal","SONG","2018","1","1","Dear Sobriety",,"Pistol Annies",,,
"Physical","Horizon","BOOK","2018","1","15","Beautiful animals : a novel / Lawrence Osborne.",,"Osborne, Lawrence, 1958-","Thrillers Fiction","Hogarth,","[2017]"
"Physical","Horizon","SOUNDDISC","2018","1","5","French : the complete course. IV, Part A.",,,"French language Sound recordings for English speakers, French language Self instruction, French language Study and teaching Audio visual aids","Simon & Schuster Audio ; Distributed by Recorded Books,","[2013]"
"Digital","OverDrive","AUDIOBOOK","2018","1","4","Ghostwritten (Unabridged)",,"David Mitchell","Fiction, Science Fiction","Recorded Books, LLC","2017"
"Physical","Horizon","BOOK","2018","1","1","Route 66 road trip / written and researched by Karla Zimmerman, Amy Balfour & Nate Cavalieri.",,"Zimmerman, Karla","Automobile travel West U S Guidebooks, West U S Guidebooks, United States Highway 66 Guidebooks","Lonely Planet,","2015."
"Digital","OverDrive","AUDIOBOOK","2018","1","1","Journeys Home: Inspiring Stories, plus Tips and Strategies to Find Your Family History (unabridged) (Unabridged)",,"Andrew McCarthy","Biography & Autobiography, Nonfiction, Travel","Blackstone Audio, Inc.","2015"
"Physical","Horizon","BOOK","2018","1","1","Defying Dixie : the radical roots of civil rights, 1919-1950 / Glenda Elizabeth Gilmore.",,"Gilmore, Glenda Elizabeth","Social justice Southern States History 20th century, Social movements Southern States History 20th century, Radicalism Southern States History 20th century, Civil rights movements Southern States History 20th century, African Americans Civil rights Southern States History 20th century, Political activists Southern States History 20th century, Social reformers Southern States History 20th century, Southern States Politics and government 1865 1950, Southern States Race relations History 20th century, Southern States Social conditions 20th century","W.W. Norton & Co.,","[2008]"
"Physical","Horizon","SOUNDDISC","2018","1","1","The book of secrets / Loreena McKennitt.",,"McKennitt, Loreena, 1957-","Popular music 1991 2000","Quinlan Road,","[2006]"
"Digital","Hoopla","TELEVISION","2018","1","1","Invasion",,,"Mystery","Acorn",
"Physical","Horizon","BOOK","2018","1","1","Young Mr. Darcy in love : Jane Austen's Pride and prejudice continues / Marsha Altman.",,"Altman, Marsha","Darcy Fitzwilliam Fictitious character Fiction, Bennet Elizabeth Fictitious character Fiction, Gentry England Fiction, Families England Fiction, Family secrets Fiction, England Social life and customs 19th century Fiction, Regency fiction","Laughing Man Publications,","[2013]"
"Digital","Hoopla","TELEVISION","2018","1","1","The Murdoch Sting",,,"Crime, Mystery","Acorn",
"Physical","Horizon","VIDEODISC","2018","1","7","The producers / Universal Pictures ; Brooksfilms ; Steiner Studios ; Brooklyn Navy Yark ; Columbia Pictures Corporation ; LOOK! Effects, Inc. ; produced by Mel Brooks, Jonathan Sanger ; screenplay by Mel Brooks and Thomas Meehan ; directed by Susan Stroman.",,,"Theatrical producers and directors New York State New York Drama, Bad faith Law Drama, Musicals Drama, Feature films, Musical films, Comedy films","Universal Pictures,","[2006]"
"Digital","OverDrive","EBOOK","2018","1","1","Roll Over and Play Dead: Claire Malloy Mystery Series, Book 6",,"Joan Hess","Fiction, Mystery","Macmillan Publishers","2013"
"Physical","Horizon","SOUNDDISC","2018","1","5","Here come the ABCs / They Might Be Giants.",,"They Might Be Giants (Musical group)","Alphabet Songs and music Juvenile sound recordings, Childrens songs Juvenile sound recordings, Songs","Disney Sound,","[2005]"
"Digital","OverDrive","AUDIOBOOK","2018","1","4","The Last Colony: Old Man's War Series, Book 3 (unabridged) (Unabridged)",,"John Scalzi","Fiction, Science Fiction","Macmillan Audio","2013"
"Physical","Horizon","BOOK","2018","1","4","The IJ book / by Lynn Maslen Kertell ; pictures by Sue Hendra and John R. Maslen.",,"Kertell, Lynn Maslen.","Readers Primary Juvenile literature, Alphabet Juvenile literature, Readers","Scholastic,","[2008]"
"Digital","OverDrive","EBOOK","2018","1","1","National Geographic Readers: George Washington",,"Caroline Crosson Gilpin","Beginning Reader, Biography & Autobiography, Juvenile Nonfiction","Random House, Inc.","2015"
"Digital","Freegal","SONG","2018","1","1","You Are the One",,"Nathaniel Mayer",,,
"Physical","Horizon","BOOK","2018","1","9","How not to run for class president / by Cathy Hapka and Ellen Titlebaum ; illustrated by Debbie Palen.",,"Hapka, Cathy","Elections Juvenile fiction, Schools Juvenile fiction, Brothers Juvenile fiction","Random House,","[2016]"
"Physical","Horizon","SOUNDDISC","2018","1","2","Duende : harpsichord sonatas / Scarlatti.",,"Scarlatti, Domenico, 1685-1757","Sonatas Harpsichord, Sonatas Harpsichords 2, Harpsichord music, Chamber music, Instrumental ensembles, Viol ensembles, Songs with instrumental ensemble","Paradizo,","[2007]"
"Physical","Horizon","BOOK","2018","1","1","The most frightening story ever told / Philip Kerr.",,"Kerr, Philip","Haunted houses Juvenile fiction, Bookstores Juvenile fiction, Ghost stories, Contests Juvenile fiction, Ghosts Fiction, Humorous stories, Humorous fiction","Alfred A. Knopf,","[2016]"
"Physical","Horizon","BOOK","2018","1","1","Out of the ordinary / Jen Turano.",,"Turano, Jen","Romance fiction, Christian fiction, Historical fiction","Bethany House, a division of Baker Publishing Company,","[2017]."
"Physical","Horizon","BOOK","2018","1","1","Winter poems / selected by Barbara Rogasky ; illustrated by Trina Schart Hyman.",,,"American poetry Juvenile literature, English poetry Juvenile literature, Winter Juvenile poetry, Seasons Juvenile poetry","Scholastic Inc.,","[1994]"
"Physical","Horizon","BOOK","2018","1","1","What the rat told me : a legend of the Chinese zodiac / Marie Sellier, Catherine Louis, Wang Fei.",,"Sellier, Marie","Zodiac Folklore Juvenile literature, Folklore China Juvenile literature, Animals Folklore, Astrology Chinese Juvenile literature","North-South Books,","[2009]"
"Digital","OverDrive","EBOOK","2018","1","1","Volcanoes!: Mountains of Fire",,"Eric Arnold","Beginning Reader, Juvenile Nonfiction, Nature, Science","Random House, Inc.","2013"
"Physical","Horizon","BOOK","2018","1","1","Contemporary's number power : a real world approach to math. Pre-algebra / Robert Mitchell.",,"Mitchell, Robert, 1944-","Algebra Problems exercises etc, Algebra Study and teaching","Wright Group/McGraw-Hill,","[2000]"
"Physical","Horizon","SOUNDDISC","2018","1","5","Black messiah / D'Angelo and the Vanguard.",,"D'Angelo, 1974-","Popular music 2011 2020, Funk Music","RCA,","[2014]"
"Physical","Horizon","SOUNDDISC","2018","1","5","Patch the sky / Bob Mould.",,"Mould, Bob, 1960-","Rock music 2011 2020, Rock music","Merge Records,","[2016]"
"Physical","Horizon","BOOK","2018","1","5","Just Grace and the trouble with cupcakes / written and illustrated by Charise Mericle Harper.",,"Harper, Charise Mericle","Cupcakes Juvenile fiction, Fairs Juvenile fiction, Schools Fiction","Houghton Mifflin Books for Children, Houghton Mifflin Harcourt,","2013."
"Physical","Horizon","BOOK","2018","1","29","The year of magical thinking / Joan Didion.",,"Didion, Joan","Didion Joan, Dunne John Gregory 1932 2003 Death and burial, Didion Joan Marriage, Didion Joan Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Journalists United States Biography, Mothers and daughters United States, Widows United States Biography, Loss Psychology, Grief","Vintage International,","2007."
"Digital","OverDrive","EBOOK","2018","1","2","Three at Wolfe's Door: Nero Wolfe Series, Book 34",,"Rex Stout","Fiction, Mystery, Suspense, Thriller","Random House, Inc.","2012"
"Digital","OverDrive","EBOOK","2018","1","2","A Month of Summer: Blue Sky Hills Series, Book 1",,"Lisa Wingate","Fiction, Literature","Penguin Group (USA), Inc.","2011"
"Digital","OverDrive","EBOOK","2018","1","1","The Planet of Libris: The Little Prince Series, Book 11",,"Agnès Bidaud","Comic and Graphic Books, Fantasy, Juvenile Fiction","Lerner Publishing Group","2013"
"Digital","OverDrive","EBOOK","2018","1","2","Pale Demon: The Hollows Series, Book 9",,"Kim Harrison","Fantasy, Fiction","HarperCollins Publishers Inc.","2011"
"Digital","OverDrive","EBOOK","2018","1","4","Going Clear: Scientology, Hollywood, and the Prison of Belief",,"Lawrence Wright","Nonfiction, Religion & Spirituality, Sociology","Random House, Inc.","2013"
"Physical","Horizon","BOOK","2018","1","1","Avalanche aware : the essential guide to avalanche safety / John Moynier.",,"Moynier, John","Mountaineering Safety measures, Avalanches Safety measures","Falcon,","[2006]"
"Physical","Horizon","BOOK","2018","1","1","Con Academy / by Joe Schreiber.",,"Schreiber, Joe, 1969-","Swindlers and swindling Fiction, Conduct of life Fiction, Preparatory schools Fiction, Schools Fiction","Houghton Mifflin Harcourt,","2015."
"Physical","Horizon","BOOK","2018","1","1","Severna︠i︡a stoli︠t︡sa : osnovanie Peterburga / Nina Orlova ; khudozhnik Aleksandr Chauzov.",,"Orlova, N. (Nina)","Russian language materials, Saint Petersburg Russia Juvenile fiction","Belyĭ gorod,","2008."
"Physical","Horizon","SOUNDDISC","2018","1","2","Piano concertos / Haydn.",,"Haydn, Joseph, 1732-1809","Concertos Piano with string orchestra, Concertos Piano","Chandos,","[2014]"
"Physical","Horizon","BOOK","2018","1","7","Yuge! : 30 years of Doonesbury on Trump / by G.B. Trudeau.",,"Trudeau, G. B., 1948-","Trump Donald 1946 Humor, Caricatures and cartoons United States, American wit and humor Pictorial, United States Politics and government Caricatures and cartoons, United States Politics and government Humor, Comics Graphic works","Andrews McMeel Publishing,","[2016]"
"Physical","Horizon","BOOK","2018","1","2","Christmas joys : decorating, crafts & recipes.",,,"Christmas decorations, Handicraft, Christmas cooking, Gifts","Hearst Books,","[2015]"
"Physical","Horizon","BOOK","2018","1","1","On the edge of reality : hidden technology, powers of the mind, quantum physics, paranormal phenomena, orbs, UFOs, harmonic transmissions, and crop circles / by Colin Andrews, Synthia Andrews.",,"Andrews, Colin, 1946-","Consciousness Miscellanea, Civilization Miscellanea, Philosophy Miscellanea, Forecasting Miscellanea, Parapsychology, Occultism","New Page Books,","c2013."
"Digital","OverDrive","AUDIOBOOK","2018","1","43","Before We Were Yours: A Novel (unabridged) (Unabridged)",,"Lisa Wingate","Fiction, Historical Fiction, Literature","Books on Tape","2017"
"Digital","OverDrive","AUDIOBOOK","2018","1","4","God, Faith, and Reason (Unabridged)",,"Michael Savage","Nonfiction, Politics, Religion & Spirituality","Blackstone Audio, Inc.","2017"
"Digital","Freegal","SONG","2018","1","1","Lakme: Flower Duet",,"Richard Kapp",,,
"Physical","Horizon","BOOK","2018","1","4","Home / Harlan Coben.",,"Coben, Harlan, 1962-","Bolitar Myron Fictitious character Fiction, Sports agents Fiction, Missing children Fiction, Large type books, Detective and mystery fiction","Random House Large Print,","[2016]"
"Digital","OverDrive","AUDIOBOOK","2018","1","1","Rabbit Ears Storybook Classics, Volume 5: Emperor's New Clothes, Jack and the Beanstalk (unabridged) (Unabridged)",,"Rabbit Ears","Juvenile Fiction","Books on Tape","2007"
"Physical","Horizon","BOOK","2018","1","22","Since we fell / Dennis Lehane.",,"Lehane, Dennis","Agoraphobia Fiction, Reporters and reporting Fiction, Psychological fiction, Thrillers Fiction","Ecco, an imprint of HarperCollinsPublishers,","[2017]"
"Physical","Horizon","BOOK","2018","1","1","The poems of Li Ho (791-817) / translated with an introduction by J. D. Frodsham.",,"Li, He, 790-816",,"Clarendon P.,","1970."
"Physical","Horizon","SOUNDDISC","2018","1","1","Change your brain, change your life : [the breakthrough program for conquering anxiety, depression, obsessiveness, lack of focus, anger, and memory problems] / Daniel G. Amen.",,"Amen, Daniel G.","Mental illness Physiological aspects, Brain Pathophysiology, Neuropsychiatry Popular works, Mental illness Chemotherapy, Audiobooks","Books on Tape : Random House Audio,","[2015]"
"Physical","Horizon","SOUNDDISC","2018","1","1","Experience Hendrix : the best of Jimi Hendrix.",,"Hendrix, Jimi","Rock music 1961 1970","Experience Hendrix/Legacy,","[2010]"
"Physical","Horizon","BOOK","2018","1","1","Julius Shulman : Palm Springs / Michael Stern and Alan Hess.",,"Shulman, Julius","Architecture California Palm Springs, Architectural photography","Rizzoli ; Pam Springs Art Museum,","2008."
"Digital","OverDrive","EBOOK","2018","1","2","It Happened One Season",,"STEPHANIE LAURENS","Fiction, Historical Fiction, Romance","HarperCollins Publishers Inc.","2011"
"Physical","Horizon","BOOK","2018","1","4","The blueberry pie elf / by Jane Thayer ; pictures by Seymour Fleishman.",,"Thayer, Jane, 1904-2005","Elves Juvenile fiction, Pies Fiction, Blueberries Juvenile fiction","Purple House Press,","2008."
"Physical","Horizon","SOUNDDISC","2018","1","1","Orphan Island / Laurel Snyder.",,"Snyder, Laurel","Orphans Juvenile fiction, Islands Juvenile fiction, Fantasy fiction, Childrens audiobooks","Harper Audio,","[2017]"
"Physical","Horizon","BOOK","2018","1","1","The little book of lunch : 100 recipes & ideas to reclaim the lunch hour / Caroline Craig and Sophie Missing.",,"Craig, Caroline","Lunchbox cooking, Luncheons, Cookbooks","Regan Arts,","2015."
"Digital","OverDrive","EBOOK","2018","1","1","Steal the Menu: A Memoir of Forty Years in Food",,"Raymond Sokolov","Biography & Autobiography, Cooking & Food, Essays, Nonfiction","Random House, Inc.","2013"
"Digital","Freegal","SONG","2018","1","1","My Everything",,"Next",,,
"Physical","Horizon","BOOK","2018","1","2","Jack Tworkov : paintings 1928-1982 / essays by Richard Armstrong, Kenneth Baker.",,"Armstrong, Richard, 1949-","Tworkov Jack Exhibitions","Pennsylvania Academy of the Fine Arts,","[1987]"
"Physical","Horizon","BOOK","2018","1","1","The collectors encyclopedia of Barbie dolls and collectibles / by Sibyl DeWein and Joan Ashabraner ; edited by Annemarie Dunzelmann.",,"DeWein, Sibyl St. John","Barbie dolls Collectors and collecting, Barbie dolls Collectors and collecting Catalogs","Collector Books,","[1985?]"
"Physical","Horizon","BOOK","2018","1","6","The Berenstain bears. We love trucks! / Jan & Mike Berenstain.",,"Berenstain, Jan, 1923-2012","Trucks Juvenile fiction","Harper,","[2013]"
"Physical","Horizon","BOOK","2018","1","1","The really short poems of A. R. Ammons.",,"Ammons, A. R., 1926-2001",,"Norton,","[1990]"
